uid,text,category,video_path,exists,extension,word,word_id,relation_type,source_csv,example_count,description_count
FRs6fgJZjt4_w,distinguish,word,,0,,distinguish,FRs6fgJZjt4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
fsV1Qztx9wE_w,expand,word,,0,,expand,fsV1Qztx9wE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
FvCq7gTlVpI_w,repine,word,,0,,repine,FvCq7gTlVpI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
Fwfx0nVgcFk_w,collapse,word,,0,,collapse,Fwfx0nVgcFk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,3,1
fXbEW56zHiA_w,displeased,word,,0,,displeased,fXbEW56zHiA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
FYrSrNzUu_s_w,enjoin,word,,0,,enjoin,FYrSrNzUu_s_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
g0q93htmqBk_w,extended,word,,0,,extended,g0q93htmqBk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
G2uGKFEY6ZQ_w,overt,word,,0,,overt,G2uGKFEY6ZQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
G4uo3UzqvGc_w,protect,word,,0,,protect,G4uo3UzqvGc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
gAyLOpZm3zc_w,bargain,word,,0,,bargain,gAyLOpZm3zc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
gBFxE8tJu8Q_w,mixture,word,,0,,mixture,gBFxE8tJu8Q_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
GbSl8yhZDv8_w,date,word,,0,,date,GbSl8yhZDv8_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
gCckaUKv4WM_w,suitable,word,,0,,suitable,gCckaUKv4WM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
gCeq77IenX4_w,proactive,word,,0,,proactive,gCeq77IenX4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
gdERGK7LQP8_w,bewildered,word,,0,,bewildered,gdERGK7LQP8_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
-Gf2SGGyb4Y_w,astonishment,word,,0,,astonishment,-Gf2SGGyb4Y_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
Gfl5msAbkjk_w,heed,word,,0,,heed,Gfl5msAbkjk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
gFlhA6DWhFA_w,duly,word,,0,,duly,gFlhA6DWhFA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
gglZG3bINHs_w,tenacious,word,,0,,tenacious,gglZG3bINHs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
gM7W5P_OrvQ_w,convert,word,,0,,convert,gM7W5P_OrvQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
g-MCCzbZUJ4_w,snicker,word,,0,,snicker,g-MCCzbZUJ4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
GrKIA99UGMI_w,immature,word,,0,,immature,GrKIA99UGMI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
GuQ6ZLzpMXk_w,elevator,word,,0,,elevator,GuQ6ZLzpMXk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
-GwCYXp1DPY_w,soft skills,word,,0,,soft skills,-GwCYXp1DPY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
h3gikil15a4_w,neighborhood,word,,0,,neighborhood,h3gikil15a4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
H6a1QmSuToM_w,ridiculous,word,,0,,ridiculous,H6a1QmSuToM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
h8-4K-hPOW8_w,discussion,word,,0,,discussion,h8-4K-hPOW8_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
H8GPCrTnXjM_w,willing,word,,0,,willing,H8GPCrTnXjM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
HaqqVsp2BuE_w,actually,word,,0,,actually,HaqqVsp2BuE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
HbeLuowRM5Q_w,biography,word,,0,,biography,HbeLuowRM5Q_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
hfy-JZGyIMQ_w,weird,word,,0,,weird,hfy-JZGyIMQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
HJEGTd-qang_w,penniless,word,,0,,penniless,HJEGTd-qang_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
hlBdcAdQnUU_w,bask,word,,0,,bask,hlBdcAdQnUU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
hQqPbzh4PVk_w,adversarial,word,,0,,adversarial,hQqPbzh4PVk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
hQudNswgkKE_w,author,word,,0,,author,hQudNswgkKE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
H_ry9HoXblM_w,attempt,word,,0,,attempt,H_ry9HoXblM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
HStLfm7kKck_w,crucial,word,,0,,crucial,HStLfm7kKck_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
HtoVMp9gYOA_w,superior,word,,0,,superior,HtoVMp9gYOA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
HursY-R9rqE_w,ease,word,,0,,ease,HursY-R9rqE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,5,1
HYuXJFqNOtk_w,release,word,,0,,release,HYuXJFqNOtk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
Hz_bFjlgUQw_w,debate,word,,0,,debate,Hz_bFjlgUQw_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
-hZpPIT6N4U_w,reflect,word,,0,,reflect,-hZpPIT6N4U_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
I1dQ1sS8Lio_w,underdog - 2,word,,0,,underdog - 2,I1dQ1sS8Lio_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
I6_GW8TBU3E_w,agnostic,word,,0,,agnostic,I6_GW8TBU3E_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
I96CIiP3WZc_w,nuisance,word,,0,,nuisance,I96CIiP3WZc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,5,1
IBOW-mmD4hg_w,terse,word,,0,,terse,IBOW-mmD4hg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
ICg_JsFuHVs_w,elucidate,word,,0,,elucidate,ICg_JsFuHVs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
IcTCDlydAHk_w,properly,word,,0,,properly,IcTCDlydAHk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
IfXpH2RFlP4_w,shatter,word,,0,,shatter,IfXpH2RFlP4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
iG66ukXl8o0_w,honour,word,,0,,honour,iG66ukXl8o0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
IGjd6dWiXvE_w,manager,word,,0,,manager,IGjd6dWiXvE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
igs1Z9qDB1k_w,rescue,word,,0,,rescue,igs1Z9qDB1k_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
Ihhwph3nCnI_w,urge,word,,0,,urge,Ihhwph3nCnI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
ii0pewO8jNI_w,surreptitious,word,,0,,surreptitious,ii0pewO8jNI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
IK7897iu8Yw_w,report,word,,0,,report,IK7897iu8Yw_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
ilnQNJFBNao_w,revoke,word,,0,,revoke,ilnQNJFBNao_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
iLsdj7Jf6MQ_w,succumb,word,,0,,succumb,iLsdj7Jf6MQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
iQh2Ly1TSpQ_w,wander,word,,0,,wander,iQh2Ly1TSpQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
IsJNIZuIWrk_w,depict,word,,0,,depict,IsJNIZuIWrk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
iubciNlbhh8_w,secured,word,,0,,secured,iubciNlbhh8_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
iZ48KAEeNMI_w,craving,word,,0,,craving,iZ48KAEeNMI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
J1xPH6Rugio_w,avail of,word,,0,,avail of,J1xPH6Rugio_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
j256zuxyfwI_w,anticipate,word,,0,,anticipate,j256zuxyfwI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
j3cflScQLfo_w,qualitative,word,,0,,qualitative,j3cflScQLfo_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
j60L0ng_gGs_w,certain,word,,0,,certain,j60L0ng_gGs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
j8-wc_TJVAQ_w,control,word,,0,,control,j8-wc_TJVAQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
jE5xC_IBFVM_w,twitchy,word,,0,,twitchy,jE5xC_IBFVM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
JHTL19FXRDs_w,stunned,word,,0,,stunned,JHTL19FXRDs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
jIpDX-xNPI4_w,zygote,word,,0,,zygote,jIpDX-xNPI4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
jk1P2yRbrEA_w,unexpected,word,,0,,unexpected,jk1P2yRbrEA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
jkNrqIsk3v0_w,summon,word,,0,,summon,jkNrqIsk3v0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
JNhM-G9lIKQ_w,agitate,word,,0,,agitate,JNhM-G9lIKQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
jO3GFm_acBs_w,apart,word,,0,,apart,jO3GFm_acBs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
Jq3XIYZKLPc_w,million,word,,0,,million,Jq3XIYZKLPc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
Jr3c4UUVf0I_w,conclude,word,,0,,conclude,Jr3c4UUVf0I_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
-jTNHftz4Pk_w,censure,word,,0,,censure,-jTNHftz4Pk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
JyqULf1GsxQ_w,multiple,word,,0,,multiple,JyqULf1GsxQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
jYVESnkt5pc_w,veracity,word,,0,,veracity,jYVESnkt5pc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
kA8MCHBN9tE_w,unreserved - 1,word,,0,,unreserved|unreserved - 1,kA8MCHBN9tE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
KAAJ7HSglDA_w,abysmal,word,,0,,abysmal,KAAJ7HSglDA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
KH9awHgg9Uw_w,cram,word,,0,,cram,KH9awHgg9Uw_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
KI9kybD4Jig_w,reconciliation,word,,0,,reconciliation,KI9kybD4Jig_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
Kiokngu9sGI_w,immovable,word,,0,,immovable,Kiokngu9sGI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
KiOQbd1JaDg_w,pick out,word,,0,,pick out,KiOQbd1JaDg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,3,1
kJA8CfMH3Kg_w,emphasize,word,,0,,emphasize,kJA8CfMH3Kg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
KJrJbhqosag_w,matter,word,,0,,matter,KJrJbhqosag_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
KMBGtVdcDzE_w,bibliophile,word,,0,,bibliophile,KMBGtVdcDzE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
KQpXEZpNF1s_w,altogether,word,,0,,altogether,KQpXEZpNF1s_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
ksOfiEDqudU_w,ambidextrous,word,,0,,ambidextrous,ksOfiEDqudU_w,word,word-description-dataset_v1.1.csv,0,1
ktRQjBfCn-U_w,meditation,word,,0,,meditation,ktRQjBfCn-U_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
kxz4AA9lNmY_w,spoilsport,word,,0,,spoilsport,kxz4AA9lNmY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
l4B2uplSuiE_w,replenish,word,,0,,replenish,l4B2uplSuiE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
L86y2iRJHOU_w,alliance,word,,0,,alliance,L86y2iRJHOU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
LAPxQ3yABkc_w,ebb,word,,0,,ebb,LAPxQ3yABkc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
_LbRJ0WIQOE_w,further,word,,0,,further,_LbRJ0WIQOE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
lcEDzDxpGvU_w,assist,word,,0,,assist,lcEDzDxpGvU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
LGGt1vquKd4_w,grumpy,word,,0,,grumpy,LGGt1vquKd4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
lHnwkx0eTwM_w,queue,word,,0,,queue,lHnwkx0eTwM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
LKlGF65Xgm0_w,flourish,word,,0,,flourish,LKlGF65Xgm0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
LKYengAeduU_w,abstain,word,,0,,abstain,LKYengAeduU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
LlT0Hf_hRIM_w,toil,word,,0,,toil,LlT0Hf_hRIM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
LNPAwwKB-L8_w,warm,word,,0,,warm,LNPAwwKB-L8_w,word,word-description-dataset_v1.1.csv,0,1
LPy4fvBaiOc_w,tiff,word,,0,,tiff,LPy4fvBaiOc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
lth5T4A_6Bw_w,liberty,word,,0,,liberty,lth5T4A_6Bw_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
m1cbIXJlyQo_w,narrative,word,,0,,narrative,m1cbIXJlyQo_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
Ma9iyrOrJA0_w,settle down,word,,0,,settle down,Ma9iyrOrJA0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,5,1
mb920DFo394_w,essential,word,,0,,essential,mb920DFo394_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
MDCsV2GLVis_w,stance,word,,0,,stance,MDCsV2GLVis_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
MF29ZLOnNHc_w,racism,word,,0,,racism,MF29ZLOnNHc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mfp9Jb5pfEY_w,concept,word,,0,,concept,mfp9Jb5pfEY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
MFZJTpIvwio_w,nearby,word,,0,,nearby,MFZJTpIvwio_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
MGRLpUCM6No_w,shrivel,word,,0,,shrivel,MGRLpUCM6No_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,5,1
Miy-F4TYnso_w,agency,word,,0,,agency,Miy-F4TYnso_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mR2b0PyRTN8_w,seasoning,word,,0,,seasoning,mR2b0PyRTN8_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
Mt3ApRf_B8I_w,ponder,word,,0,,ponder,Mt3ApRf_B8I_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mtVcZlcW_sg_w,atrocious,word,,0,,atrocious,mtVcZlcW_sg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mUHIG52DXPY_w,technique,word,,0,,technique,mUHIG52DXPY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mutZAFDJmKI_w,see off,word,,0,,see off,mutZAFDJmKI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mvsesnKooAA_w,estrangement,word,,0,,estrangement,mvsesnKooAA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mwgNw0telVk_w,exit,word,,0,,exit,mwgNw0telVk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
mxE6dRbd38c_w,realm,word,,0,,realm,mxE6dRbd38c_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
mxJapRjh1BM_w,unbreakable,word,,0,,unbreakable,mxJapRjh1BM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
mzdCh_9o5JA_w,petulant,word,,0,,petulant,mzdCh_9o5JA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
MzNbsy0wdM0_w,nerve,word,,0,,nerve,MzNbsy0wdM0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
N6jpL7uibFI_w,inspire,word,,0,,inspire,N6jpL7uibFI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
n-9gQsRj0kY_w,via - 1,word,,0,,via - 1,n-9gQsRj0kY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
n9TDPKexXzw_w,equip,word,,0,,equip,n9TDPKexXzw_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
NaADM_m9FSI_w,rectify,word,,0,,rectify,NaADM_m9FSI_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
NAFwB3S525c_w,emanate - 2,word,,0,,emanate - 2,NAFwB3S525c_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
NCi0-MMvDMU_w,compare,word,,0,,compare,NCi0-MMvDMU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
Nejuqg9XCLE_w,rude,word,,0,,rude,Nejuqg9XCLE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
neqDSQkiVI0_w,stan,word,,0,,stan,neqDSQkiVI0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
nfhqebRoL08_w,direct,word,,0,,direct,nfhqebRoL08_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
ngQ5qSIvcQs_w,dejected,word,,0,,dejected,ngQ5qSIvcQs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
NHUAhGE0cMc_w,swap,word,,0,,swap,NHUAhGE0cMc_w,word,word-description-dataset_v1.1.csv,0,1
nk80uUfZnsM_w,mode,word,,0,,mode,nk80uUfZnsM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
nnIo6Q41SY0_w,profound,word,,0,,profound,nnIo6Q41SY0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
NOXLwMVXFu4_w,deport,word,,0,,deport,NOXLwMVXFu4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
nq9PduKLbQc_w,hassle,word,,0,,hassle,nq9PduKLbQc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
Nu_XEya-gQA_w,effrontery,word,,0,,effrontery,Nu_XEya-gQA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
NZP5L3c_-kw_w,missile,word,,0,,missile,NZP5L3c_-kw_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
o5hP6kJSiyY_w,horde,word,,0,,horde,o5hP6kJSiyY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
O6Rvpy2XFfY_w,elan,word,,0,,elan,O6Rvpy2XFfY_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
O9p59lV3nhU_w,reassuring,word,,0,,reassuring,O9p59lV3nhU_w,word,word-description-dataset_v1.1.csv,0,1
OaP4MPsTaPI_w,whole,word,,0,,whole,OaP4MPsTaPI_w,word,word-description-dataset_v1.1.csv,0,1
ocCEVsLOjVo_w,insult,word,,0,,insult,ocCEVsLOjVo_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
oCXHxL16lGg_w,dearth,word,,0,,dearth,oCXHxL16lGg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
oDXfCEi7hPs_w,mood,word,,0,,mood,oDXfCEi7hPs_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
OEimyhS2v48_w,announce,word,,0,,announce,OEimyhS2v48_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
oGa_MzmEhfE_w,bad tempered,word,,0,,bad tempered,oGa_MzmEhfE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
OGHkRmbVr3Y_w,accent,word,,0,,accent,OGHkRmbVr3Y_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
oGNdvacriUo_w,remove,word,,0,,remove,oGNdvacriUo_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,2,1
OjdtxDlr1-Y_w,underdog - 1,word,,0,,underdog - 1,OjdtxDlr1-Y_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
ojWQ4ZOSKk4_w,foul,word,,0,,foul,ojWQ4ZOSKk4_w,word,word-description-dataset_v1.1.csv,0,1
ojXO5l3LfoM_w,approximately,word,,0,,approximately,ojXO5l3LfoM_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
OkXcKTEeDrA_w,avenue,word,,0,,avenue,OkXcKTEeDrA_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
OLodODJ-AVU_w,favor,word,,0,,favor,OLodODJ-AVU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
oM71coRMGt0_w,against,word,,0,,against,oM71coRMGt0_w,word,word-description-dataset_v1.1.csv,0,1
OmSt-ldl6_A_w,arrange,word,,0,,arrange,OmSt-ldl6_A_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
ON6mteoL6yg_w,electricity,word,,0,,electricity,ON6mteoL6yg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
OpaA62WVcgE_w,errand,word,,0,,errand,OpaA62WVcgE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,5,1
Opb1diw9DCg_w,garrulous,word,,0,,garrulous,Opb1diw9DCg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
oS9czmlqK6w_w,everywhere,word,,0,,everywhere,oS9czmlqK6w_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
oSdM1ORpL8M_w,thrilled,word,,0,,thrilled,oSdM1ORpL8M_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
OSLoq6bVLTQ_w,benefactor,word,,0,,benefactor,OSLoq6bVLTQ_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
OtlvzXZG_Uk_w,succinct,word,,0,,succinct,OtlvzXZG_Uk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
OULWYgqS9ek_w,forbid,word,,0,,forbid,OULWYgqS9ek_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
OuZjUm2yUB0_w,anonymous,word,,0,,anonymous,OuZjUm2yUB0_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
oVfapt2bBrc_w,allude,word,,0,,allude,oVfapt2bBrc_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
OxT5AZYe8uE_w,excess capacity,word,,0,,excess capacity,OxT5AZYe8uE_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
pB3y-OgdVc4_w,initiate,word,,0,,initiate,pB3y-OgdVc4_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
pBU_tMBIM9E_w,thwart,word,,0,,thwart,pBU_tMBIM9E_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,4,1
PcQgB9TbATk_w,maintenance,word,,0,,maintenance,PcQgB9TbATk_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
PePhMa1tOYg_w,evolve,word,,0,,evolve,PePhMa1tOYg_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
peySczycRYU_w,avarice,word,,0,,avarice,peySczycRYU_w,word,word-description-dataset_v1.1.csv|word-presence-dataset_v1.1.csv,1,1
